iter	Logloss
159	0.5086634434
160	0.5084627335
161	0.508206442
162	0.5079800674
163	0.5077902833
164	0.5074906352
165	0.507291804
166	0.5070325115
167	0.506800107
168	0.5066295646
169	0.5064332473
170	0.5062387899
171	0.5060284911
172	0.5057414712
173	0.5054980245
174	0.5052836449
175	0.5049394964
176	0.5047465115
177	0.5045179503
178	0.5043460191
179	0.5041816485
180	0.5040277767
181	0.5038368898
182	0.5036466434
183	0.5034853048
184	0.5033282251
185	0.5030691903
186	0.502777842
187	0.502501699
188	0.5023012159
189	0.5021476268
190	0.5018803547
191	0.5016609703
192	0.5014564136
193	0.5012396247
194	0.500983197
195	0.5007521531
196	0.5005842929
197	0.5004294365
198	0.5002319432
199	0.4999233244
200	0.4997041868
201	0.4994840776
202	0.499070989
203	0.4987290138
204	0.4983802068
205	0.4981244296
206	0.497763369
207	0.4975882752
208	0.4973242087
209	0.4971416045
210	0.4968449045
211	0.4965690777
212	0.4962761388
213	0.4960496298
214	0.4958255102
215	0.4954984489
216	0.4953014551
217	0.4950975389
218	0.494791209
219	0.4945397492
220	0.4943222408
221	0.494035418
222	0.4938388635
223	0.4935780751
224	0.4933558162
225	0.4931431422
226	0.4929311282
227	0.4927039347
228	0.4924073499
229	0.4921617585
230	0.4918764472
231	0.4916897573
232	0.4912954502
233	0.4911051178
234	0.4908541145
235	0.4904760708
236	0.4902750912
237	0.4900770573
238	0.4898102879
239	0.4895677501
240	0.489350196
241	0.4890621533
242	0.4888910774
243	0.4886527576
244	0.4884329446
245	0.4881636669
246	0.4879577978
247	0.4876897424
248	0.4873909008
249	0.487190895
250	0.4869773848
251	0.486748127
252	0.486581872
253	0.4863258183
254	0.4861277426
255	0.4858939647
256	0.4856477488
257	0.4854066031
258	0.485184298
259	0.4848971602
260	0.4846452056
261	0.4844556456
262	0.4841960251
263	0.4839942766
264	0.4838100469
265	0.4836069806
266	0.4834153756
267	0.4831912463
268	0.4830617809
269	0.4828650057
270	0.4827091144
271	0.4824849793
272	0.4821376765
273	0.4819238384
274	0.4817436815
275	0.4815572986
276	0.4814349151
277	0.4812695358
278	0.4810671871
279	0.4808477531
280	0.4806177144
281	0.4804199485
282	0.4802641607
283	0.4800940554
284	0.4798797692
285	0.479681609
286	0.4794984958
287	0.4793017009
288	0.4790546131
289	0.47884726
290	0.4786903207
291	0.4784814055
292	0.4783086283
293	0.4781511117
294	0.4779305839
295	0.4777727838
296	0.4774759727
297	0.477308501
298	0.4771429878
299	0.4769831349
300	0.4768014384
301	0.4766081749
302	0.4763783222
303	0.4761593907
304	0.4759824003
305	0.4757655495
306	0.4755051493
307	0.4752785098
308	0.4751691736
309	0.474988854
310	0.4748496138
311	0.474688047
312	0.4744939031
313	0.4742592039
314	0.4740884585
315	0.4738783842
316	0.4737091492
317	0.4734813637
318	0.4732921804
319	0.4730511087
320	0.4728469558
321	0.4726252012
322	0.4724767328
323	0.4722996059
324	0.4721203644
325	0.4719414959
326	0.4716914689
327	0.4715586505
328	0.4714015825
329	0.4712340913
330	0.4710408739
331	0.470938453
332	0.4708371115
333	0.4705461199
334	0.4703447923
335	0.4700041134
336	0.4698183309
337	0.4696420582
338	0.4694623861
339	0.4692879679
340	0.4691249603
341	0.4688856805
342	0.4686869094
343	0.4684743083
344	0.4683133465
345	0.4681613743
346	0.467999248
347	0.4678548823
348	0.4676442027
349	0.4674642101
350	0.4672855897
351	0.4670888502
352	0.4669157152
353	0.4667407322
354	0.4664948489
355	0.4663344321
356	0.4661559021
357	0.4659086797
358	0.4657360705
359	0.4655491958
360	0.4653658402
361	0.4651960698
362	0.4650266458
363	0.4647950436
364	0.4646165092
365	0.4644607177
366	0.4642792026
367	0.4641564225
368	0.4640336805
369	0.4638581883
370	0.4637016241
371	0.4635428913
372	0.4634354162
373	0.4632806083
374	0.4630871557
375	0.4629348553
376	0.4627619267
377	0.4625939556
378	0.4624552051
379	0.4623231472
380	0.4621043421
381	0.4618641323
382	0.461774775
383	0.4615845728
384	0.4614894436
385	0.4613438462
386	0.4611619508
387	0.461021457
388	0.4609209139
389	0.4608088921
390	0.4607058098
391	0.460541176
392	0.4603992765
393	0.4602203287
394	0.4600562912
395	0.4598638108
396	0.4597510437
397	0.4595795203
398	0.4593968463
399	0.4592845523
400	0.4590688372
401	0.4589151168
402	0.4588322753
403	0.4586714187
404	0.4585409115
405	0.4583477792
406	0.4582180078
407	0.4580811054
408	0.457976695
409	0.4578065717
410	0.4576546977
411	0.4574847549
412	0.4573551261
413	0.457238749
414	0.4571030233
415	0.4569557328
416	0.4568406787
417	0.4567348343
418	0.4565412715
419	0.4564262917
420	0.4562102042
421	0.4560520101
422	0.4558773296
423	0.4557772784
424	0.455631047
425	0.4554856574
426	0.4553760358
427	0.4552375837
428	0.455099214
429	0.4549850804
430	0.454752514
431	0.4545843899
432	0.4544216922
433	0.4542798306
434	0.4540983131
435	0.4540240952
436	0.4538717966
437	0.4537219949
438	0.4535699249
439	0.4533824984
440	0.4531899645
441	0.4530169396
442	0.4528625414
443	0.4527840643
444	0.4524919298
445	0.4523949386
446	0.4522487573
447	0.4520656817
448	0.4518738448
449	0.4517930219
450	0.4516511467
451	0.4515283224
452	0.4513220534
453	0.4512416009
454	0.4510970782
455	0.4509386095
456	0.4508316657
457	0.450671522
458	0.4505583732
459	0.4503959824
460	0.450283135
461	0.4501233939
462	0.4500400252
463	0.4499408765
464	0.44973547
465	0.4496009847
466	0.4494467272
467	0.44924216
468	0.4491433272
469	0.4489987352
470	0.4487840607
471	0.4487091188
472	0.4485859327
473	0.4484096215
474	0.4482081693
475	0.4481239706
476	0.4479542279
477	0.4477734406
478	0.4476569577
479	0.4474528381
480	0.4472992843
481	0.447209896
482	0.4470975302
483	0.4469490428
484	0.4468015577
485	0.4466463244
486	0.4465130011
487	0.44640459
488	0.446264662
489	0.4461513617
490	0.4460423905
491	0.4459703962
492	0.4458454585
493	0.4456997341
494	0.4455820936
495	0.4454785989
496	0.4452991819
497	0.4451682117
498	0.4450719803
499	0.4449555839
500	0.4448661129
501	0.4448004036
502	0.4446160131
503	0.4444854866
504	0.4442587876
505	0.4440550423
506	0.4438591939
507	0.4436178592
508	0.4434670398
509	0.4433321456
510	0.4431779069
511	0.4429921182
512	0.4428552208
513	0.4426623861
514	0.4425670186
515	0.4423785893
516	0.4422430153
517	0.4421263232
518	0.4420242631
519	0.4418789333
520	0.4417660092
521	0.4416666763
522	0.4415703908
523	0.4414943834
524	0.4413428642
525	0.4412263819
526	0.4410792135
527	0.4409779701
528	0.4407841415
529	0.440697084
530	0.4406049191
531	0.4404692731
532	0.440253688
533	0.4401621647
534	0.4400189316
535	0.4399179627
536	0.4398058339
537	0.439647444
538	0.4394937078
539	0.4393957728
540	0.4392647656
541	0.4391281057
542	0.4390418513
543	0.4389582677
544	0.4388522835
545	0.4386883444
546	0.4385957962
547	0.438366315
548	0.4382639276
549	0.4381402482
550	0.4380236274
551	0.4378911305
552	0.4377424819
553	0.4376453528
554	0.4375187648
555	0.4374396859
556	0.4373676191
557	0.4371581948
558	0.43705015
559	0.4368978332
560	0.4367981914
561	0.4367126329
562	0.436515276
563	0.4364024158
564	0.4362701688
565	0.4362003063
566	0.4360580741
567	0.4359051208
568	0.4357575346
569	0.4355991297
570	0.4355068133
571	0.4353659594
572	0.4352146003
573	0.4350935047
574	0.4349567079
575	0.4348601771
576	0.4347912968
577	0.4346467132
578	0.4345078598
579	0.4343552334
580	0.4342613325
581	0.4341238934
582	0.4339953831
583	0.4338888547
584	0.4337614267
585	0.4336618819
586	0.4335280378
587	0.4333969546
588	0.4332513458
589	0.4332016307
590	0.4331077833
591	0.4330134695
592	0.4329173618
593	0.4328000858
594	0.4326857528
595	0.4325836946
596	0.4324145896
597	0.4322955143
598	0.4321554659
599	0.4320262988
600	0.4318906655
601	0.4317730518
602	0.4315894528
603	0.4314384196
604	0.4313649163
605	0.4312182237
606	0.4311602747
607	0.431004786
608	0.4309173449
609	0.4307567807
610	0.4306519831
611	0.4305880282
612	0.4305017864
613	0.4304035264
614	0.4302555898
615	0.4301693093
616	0.4300422241
617	0.4299874651
618	0.4298671735
619	0.4297460629
620	0.4295800376
621	0.4294942747
622	0.4293970466
623	0.4292960721
624	0.4291824933
625	0.4290619048
626	0.4289503995
627	0.4287996659
628	0.4286778044
629	0.4285693659
630	0.4284425891
631	0.4283840851
632	0.4282742124
633	0.4281309086
634	0.4280746425
635	0.4279692348
636	0.4277836019
637	0.42768543
638	0.4275746301
639	0.4274349572
640	0.4273355423
641	0.4271933717
642	0.4271373094
643	0.4269612913
644	0.4268735808
645	0.4267661782
646	0.4266829183
647	0.4266142476
648	0.426504764
649	0.4263798902
650	0.4262854566
651	0.4262103479
652	0.4260636036
653	0.4259627809
654	0.4258713834
655	0.4257741655
656	0.425614517
657	0.4255146534
658	0.4254246501
659	0.4253145402
660	0.4252526247
661	0.4251734792
662	0.4250888997
663	0.424976071
664	0.4248474301
665	0.4247317751
666	0.4246116204
667	0.4245057952
668	0.4243942557
669	0.4243412982
670	0.4241888954
671	0.4240689774
672	0.42394066
673	0.4237939449
674	0.423679387
675	0.4235878086
676	0.4234765403
677	0.4233691369
678	0.4232579336
679	0.4232003087
680	0.423039096
681	0.4229467107
682	0.4228482991
683	0.4227282104
684	0.4225605347
685	0.4225021909
686	0.4224389819
687	0.4223537307
688	0.4221849639
689	0.422066968
690	0.4219615098
691	0.4219078807
692	0.4217941151
693	0.4216926434
694	0.4215911554
695	0.4215037591
696	0.4214258493
697	0.4213306618
698	0.4211730393
699	0.4210175728
700	0.4208682713
701	0.4207790264
702	0.4206391334
703	0.4205779145
704	0.4204549552
705	0.4203304279
706	0.420205497
707	0.4200894095
708	0.4199526339
709	0.4197353478
710	0.4195653406
711	0.4195107722
712	0.4193729658
713	0.419231286
714	0.4191137384
715	0.4190100643
716	0.418950451
717	0.4188615174
718	0.418761731
719	0.41861566
720	0.4185053452
721	0.418337184
722	0.4182345861
723	0.4181309922
724	0.4180406569
725	0.4179386554
726	0.4178127118
727	0.4176775172
728	0.4175817521
729	0.417467164
730	0.4173779775
731	0.4172277766
732	0.4171484623
733	0.4170990283
734	0.4169163407
735	0.4167981127
736	0.4166795577
737	0.4165271578
738	0.4164247685
739	0.4163245634
740	0.4161904177
741	0.4160891982
742	0.4159617889
743	0.4158489403
744	0.4157286314
745	0.4156019616
746	0.4154746779
747	0.4153610404
748	0.4152438257
749	0.415143703
750	0.4150510553
751	0.4149235759
752	0.4148061644
753	0.4146818625
754	0.4145469027
755	0.4144518991
756	0.4143830024
757	0.4142789072
758	0.4141677239
759	0.4140976698
760	0.4140488418
761	0.4139771566
762	0.4138726485
763	0.4137803282
764	0.4136856101
765	0.4135354166
766	0.4134256253
767	0.4133127468
768	0.4132223489
769	0.4130564837
770	0.4129560199
771	0.4129011275
772	0.4127989605
773	0.4127024096
774	0.4125978529
775	0.4125037893
776	0.4124053522
777	0.4123067591
778	0.4122420664
779	0.4121299498
780	0.4120472736
781	0.4119290023
782	0.411816898
783	0.4117258673
784	0.4116697222
785	0.4114988445
786	0.4113685692
787	0.4112710873
788	0.4111920495
789	0.4110640749
790	0.4110035872
791	0.4108292739
792	0.4107685535
793	0.4106732083
794	0.4105616424
795	0.4104827303
796	0.4103852916
797	0.4102906082
798	0.4101751483
799	0.4100532937
800	0.4098900152
801	0.4097982705
802	0.4097059062
803	0.4095998495
804	0.4094842082
805	0.4093995656
806	0.4093474982
807	0.4092403278
808	0.4091691823
809	0.4090868815
810	0.4089646235
811	0.4088683373
812	0.4087834776
813	0.4086690514
814	0.4085322523
815	0.408413355
816	0.408311469
817	0.4082155294
818	0.4080809468
819	0.407985573
820	0.4078832128
821	0.4077724029
822	0.4076910877
823	0.4076163701
824	0.4074955172
825	0.4074048698
826	0.4073137518
827	0.4072103353
828	0.4071073652
829	0.4069948763
830	0.4068687275
831	0.4067858379
832	0.406713553
833	0.4065659546
834	0.4064756409
835	0.4063448227
836	0.4062594523
837	0.4061193231
838	0.4060421362
839	0.4059398286
840	0.405822717
841	0.4057734995
842	0.4056606694
843	0.4055486735
844	0.4054456685
845	0.4053747645
846	0.4053111813
847	0.4052131441
848	0.4051534349
849	0.4049736865
850	0.4049075836
851	0.4048282564
852	0.4047120283
853	0.4046442332
854	0.4045736647
855	0.4045058773
856	0.4044341746
857	0.4043138448
858	0.4042314937
859	0.4041381252
860	0.4039869404
861	0.4038709149
862	0.4038246138
863	0.4037415605
864	0.4036563142
865	0.403572683
866	0.4035175396
867	0.4034371084
868	0.4033371144
869	0.4032138139
870	0.4030689476
871	0.4029533537
872	0.402875123
873	0.4027633487
874	0.4027179832
875	0.4026695209
876	0.402621957
877	0.4025221839
878	0.4024149222
879	0.4023577793
880	0.4022728503
881	0.4021813301
882	0.4020815768
883	0.4019907981
884	0.4018897792
885	0.4018278467
886	0.4017245007
887	0.4016613622
888	0.4015495311
889	0.4014684255
890	0.4013706988
891	0.4012792405
892	0.4011691758
893	0.4010862731
894	0.4009777838
895	0.4009381385
896	0.4008528828
897	0.4007379341
898	0.4006917325
899	0.4006193687
900	0.4005501828
901	0.4004565566
902	0.4003752028
903	0.4002867776
904	0.4001988827
905	0.4001085199
906	0.3999770335
907	0.399864796
908	0.3997876439
909	0.3996986203
910	0.3996203067
911	0.3995144433
912	0.399392139
913	0.3993006968
914	0.3991781288
915	0.3990751135
916	0.398995175
917	0.3989418225
918	0.3989046704
919	0.3988388532
920	0.3987482524
921	0.3986555504
922	0.3985394264
923	0.398450766
924	0.398385888
925	0.3982901377
926	0.3982010249
927	0.3980675447
928	0.3979466653
929	0.3979007047
